id_cliente,cancelacion,genero,adulto_mayor,pareja,dependientes,meses_antiguedad,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,factura_digital,metodo_pago,cargos_mensuales,cargos_totales,cancelacion_binaria,cargos_diarios,total_servicios,etiqueta_adulto_mayor
8348-HFYIV,Si,Masculino,0,No,No,2,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,49.25,90.35,1,1.6416666666666666,4,No
8348-JLBUG,No,Masculino,1,Si,No,64,Si,No,Fibra optica,Si,No,Si,No,No,No,Un ano,No,Tarjeta de credito automatica,80.3,5017.7,0,2.6766666666666667,4,Si
8350-NYMVI,No,Femenino,0,No,No,39,No,Sin servicio telefonico,DSL,No,Si,Si,Si,No,No,Mes a mes,No,Transferencia bancaria automatica,41.1,1597.05,0,1.37,4,No
8356-WUAOJ,No,Femenino,0,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,45.0,45.0,0,1.5,2,No
8357-EQXFO,Si,Femenino,0,No,No,7,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,95.35,660.9,1,3.1783333333333332,5,No
8361-LBRDI,No,Femenino,0,No,No,58,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,24.35,1423.85,0,0.8116666666666668,2,No
8361-LTMKD,Si,Masculino,1,Si,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,74.4,306.6,1,2.48,3,Si
8364-TRMMK,Si,Femenino,0,No,No,3,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,50.65,151.3,1,1.6883333333333332,3,No
8372-JUXUI,Si,Masculino,0,No,Si,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,74.35,74.35,1,2.478333333333333,3,No
8374-UULRV,No,Masculino,0,No,No,72,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,86.05,6309.65,0,2.868333333333333,8,No
8374-XGEJJ,Si,Masculino,1,Si,No,43,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,101.0,4388.4,1,3.3666666666666667,6,Si
8375-DKEBR,Si,Femenino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,69.6,69.6,1,2.32,2,Si
8375-KVTHK,No,Masculino,0,Si,No,68,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Un ano,Si,Cheque electronico,100.3,6754.35,0,3.3433333333333333,6,No
8378-LKJAF,No,Masculino,0,Si,Si,38,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Tarjeta de credito automatica,101.15,3956.7,0,3.371666666666667,6,No
8380-MQINP,No,Femenino,0,Si,Si,55,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,20.3,1079.05,0,0.6766666666666666,1,No
8380-PEFPE,Si,Masculino,0,No,Si,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,71.65,71.65,1,2.3883333333333336,2,No
8382-SHQEH,Si,Femenino,0,Si,No,8,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,84.9,764.95,1,2.83,4,No
8383-SGHJU,No,Femenino,0,No,No,33,Si,Si,DSL,Si,No,No,Si,No,No,Un ano,No,Cheque electronico,59.4,1952.8,0,1.98,5,No
8384-FZBJK,No,Femenino,0,Si,Si,57,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,100.6,5611.7,0,3.353333333333333,6,No
8387-MOJJT,Si,Femenino,0,Si,Si,42,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Tarjeta de credito automatica,77.95,3384.0,1,2.5983333333333336,3,No
8387-UGUSU,No,Femenino,0,Si,Si,15,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,20.05,284.3,0,0.6683333333333333,1,No
8388-DMKAE,No,Femenino,0,No,No,8,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,20.25,174.65,0,0.675,1,No
8388-FYNPZ,No,Masculino,0,No,No,4,Si,No,DSL,Si,No,Si,No,No,No,Mes a mes,No,Cheque electronico,56.75,245.15,0,1.8916666666666666,4,No
8390-FESFV,No,Femenino,0,No,No,62,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,84.5,5193.2,0,2.816666666666667,8,No
8393-DLHGA,Si,Masculino,0,No,Si,25,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,95.9,2448.75,1,3.1966666666666668,5,No
8393-JMVMB,No,Masculino,0,No,No,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.45,19.45,0,0.6483333333333333,1,No
8395-ETZKQ,No,Masculino,1,Si,Si,68,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Transferencia bancaria automatica,19.5,1193.55,0,0.65,1,Si
8397-MVTAZ,Si,Masculino,0,Si,No,34,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,100.05,3480.0,1,3.335,6,No
8398-TBIYD,No,Femenino,0,No,No,72,Si,Si,Fibra optica,Si,No,No,Si,No,No,Dos anos,Si,Transferencia bancaria automatica,84.7,6185.15,0,2.8233333333333333,5,No
8399-YNDCH,Si,Masculino,1,No,No,21,Si,No,DSL,No,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria automatica,60.05,1236.15,1,2.0016666666666665,4,Si
8400-WZICQ,No,Femenino,0,Si,Si,55,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Cheque electronico,55.7,3131.8,0,1.8566666666666667,4,No
8401-EMUWF,No,Masculino,0,Si,Si,42,Si,Si,DSL,Si,Si,No,No,Si,No,Mes a mes,Si,Transferencia bancaria automatica,69.4,3058.3,0,2.3133333333333335,6,No
8402-EIVQS,No,Masculino,0,Si,No,67,Si,No,Fibra optica,Si,Si,No,No,Si,Si,Un ano,Si,Tarjeta de credito automatica,100.9,6733.15,0,3.3633333333333337,6,No
8402-OOOHJ,No,Femenino,0,No,No,41,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,20.65,835.15,0,0.6883333333333332,1,No
8404-FYDIB,No,Masculino,0,No,No,26,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,86.65,2208.75,0,2.8883333333333336,5,No
8404-GFGCZ,No,Masculino,0,Si,No,4,Si,Si,DSL,No,No,Si,No,Si,No,Mes a mes,No,Cheque electronico,65.6,250.1,0,2.1866666666666665,5,No
8404-VIOMB,No,Femenino,0,No,No,66,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,62.5,4136.4,0,2.0833333333333335,7,No
8404-VLQFB,No,Femenino,0,Si,Si,15,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque electronico,25.25,394.85,0,0.8416666666666667,2,No
8405-IGQFX,No,Femenino,0,No,No,63,Si,No,Fibra optica,No,No,Si,Si,Si,No,Un ano,Si,Tarjeta de credito automatica,90.05,5817.0,0,3.0016666666666665,5,No
8406-LNMHF,No,Masculino,1,Si,No,59,Si,No,Fibra optica,Si,Si,Si,No,No,No,Un ano,Si,Tarjeta de credito automatica,82.95,4903.15,0,2.765,5,Si
8409-WQJUX,No,Femenino,0,No,No,25,No,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Un ano,No,Cheque electronico,54.2,1423.15,0,1.8066666666666669,5,No
8410-BGQXN,No,Masculino,0,No,No,4,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.4,93.4,0,0.6466666666666666,1,No
8413-VONUO,Si,Masculino,0,No,No,2,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,No,Cheque electronico,95.65,167.3,1,3.1883333333333335,5,No
8413-YNHNV,No,Masculino,0,No,No,69,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Cheque enviado por correo,90.65,6322.1,0,3.021666666666667,9,No
8414-MYSHR,Si,Masculino,1,No,No,5,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,91.4,449.75,1,3.046666666666667,4,Si
8414-OOEEL,No,Masculino,0,No,Si,66,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,79.5,5196.1,0,2.65,7,No
8417-FMLZI,Si,Masculino,0,Si,Si,6,Si,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Tarjeta de credito automatica,83.55,477.55,1,2.7849999999999997,4,No
8417-GSODA,No,Masculino,0,Si,Si,28,Si,Si,Fibra optica,No,No,No,No,Si,Si,Un ano,No,Transferencia bancaria automatica,92.2,2568.15,0,3.0733333333333333,5,No
8421-WZOOW,No,Femenino,1,Si,Si,57,Si,No,Fibra optica,No,Si,Si,Si,Si,No,Mes a mes,Si,Tarjeta de credito automatica,95.3,5567.45,0,3.1766666666666667,6,Si
8429-XIBUM,Si,Masculino,0,No,No,22,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,101.35,2317.1,1,3.378333333333333,6,No
8430-TWCBX,No,Femenino,0,Si,No,49,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Tarjeta de credito automatica,20.7,1032.05,0,0.69,1,No
8433-WPJTV,No,Femenino,1,Si,Si,65,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Un ano,Si,Transferencia bancaria automatica,103.9,6767.1,0,3.4633333333333334,7,Si
8433-WXGNA,Si,Masculino,0,No,No,2,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electronico,75.7,189.2,1,2.5233333333333334,3,No
8434-PNQZX,No,Femenino,0,No,No,42,Si,Si,DSL,No,No,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,78.45,3373.4,0,2.615,7,No
8434-VGEQQ,No,Masculino,0,Si,Si,61,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,20.55,1305.95,0,0.685,1,No
8436-BJUMM,Si,Masculino,0,Si,Si,26,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,83.75,2070.6,1,2.7916666666666665,4,No
8439-LTUGF,No,Masculino,0,No,No,10,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Tarjeta de credito automatica,20.0,198.6,0,0.6666666666666666,1,No
8441-SHIPE,No,Femenino,0,No,No,67,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Transferencia bancaria automatica,25.6,1790.35,0,0.8533333333333334,2,No
8443-WVPSS,Si,Masculino,0,Si,No,10,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,Si,Cheque electronico,99.85,990.9,1,3.328333333333333,6,No
8443-ZRDBZ,Si,Masculino,0,No,No,4,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,76.05,318.9,1,2.5349999999999997,3,No
8444-WRIDW,Si,Femenino,1,No,No,66,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,80.45,5224.35,1,2.6816666666666666,4,Si
8445-DNBAE,No,Masculino,0,No,Si,1,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,50.05,50.05,0,1.6683333333333332,3,No
8450-JOVAH,Si,Masculino,0,Si,Si,2,Si,Si,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque enviado por correo,56.7,113.55,1,1.8900000000000001,4,No
8450-LUGUK,No,Femenino,0,Si,Si,37,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Transferencia bancaria automatica,24.1,861.85,0,0.8033333333333333,2,No
8450-UYIBU,No,Femenino,1,No,No,35,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,No,Mes a mes,Si,Cheque electronico,39.85,1434.6,0,1.3283333333333334,3,Si
8454-AATJP,No,Femenino,0,No,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,115.05,8405.0,0,3.835,9,No
8455-HIRAQ,No,Femenino,0,No,No,8,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque enviado por correo,44.45,369.3,0,1.4816666666666667,2,No
8456-QDAVC,No,Masculino,0,No,No,19,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria automatica,78.7,1495.1,0,2.6233333333333335,3,No
8457-XIGKN,No,Masculino,0,No,No,20,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Tarjeta de credito automatica,19.6,356.15,0,0.6533333333333334,1,No
8461-EFQYM,No,Femenino,0,No,No,38,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,Si,Cheque electronico,24.25,914.4,0,0.8083333333333333,2,No
8464-EETCQ,No,Masculino,0,No,No,57,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,18.8,1094.35,0,0.6266666666666667,1,No
8465-SBRXP,No,Masculino,0,Si,Si,38,Si,Si,Fibra optica,No,No,Si,Si,Si,No,Dos anos,Si,Transferencia bancaria automatica,94.9,3616.25,0,3.1633333333333336,6,No
8466-PZBLH,No,Masculino,0,Si,Si,67,Si,Si,Fibra optica,Si,No,No,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,104.6,6885.75,0,3.4866666666666664,7,No
8467-WYNSR,No,Masculino,0,No,No,22,Si,No,DSL,Si,No,No,Si,No,No,Mes a mes,No,Cheque enviado por correo,55.1,1253.15,0,1.8366666666666667,4,No
8468-EHYJA,No,Femenino,0,Si,No,57,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,99.65,5497.05,0,3.3216666666666668,6,No
8468-FZTOE,No,Femenino,0,Si,Si,72,Si,No,DSL,Si,Si,Si,Si,No,Si,Dos anos,Si,Cheque electronico,74.35,5237.4,0,2.478333333333333,7,No
8469-SNFFH,No,Masculino,0,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Un ano,No,Transferencia bancaria automatica,79.4,5528.9,0,2.646666666666667,8,No
8473-VUVJN,Si,Masculino,1,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,73.65,73.65,1,2.455,3,Si
8474-UMLNT,No,Femenino,0,No,No,13,Si,No,DSL,Si,Si,No,Si,No,Si,Mes a mes,No,Transferencia bancaria automatica,67.8,842.25,0,2.26,6,No
8480-PPONV,No,Masculino,0,Si,Si,62,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,115.55,7159.05,0,3.8516666666666666,9,No
8481-YYXWG,Si,Femenino,0,No,No,5,Si,No,Fibra optica,No,Si,No,Si,No,Si,Mes a mes,Si,Cheque electronico,89.35,461.7,1,2.978333333333333,5,No
8485-GJCDN,Si,Femenino,1,No,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,69.05,318.5,1,2.3016666666666667,2,Si
8486-AYEQH,No,Femenino,0,No,No,31,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,76.05,2227.8,0,2.5349999999999997,3,No
8490-BXHEO,No,Masculino,1,No,No,18,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,80.55,1411.65,0,2.685,4,Si
8495-LJDFO,No,Femenino,1,No,No,64,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,108.95,7111.3,0,3.631666666666667,8,Si
8495-PRWFH,No,Femenino,1,No,No,42,Si,Si,DSL,No,No,Si,No,No,No,Mes a mes,No,Cheque electronico,55.65,2421.75,0,1.855,4,Si
8496-DMZUK,No,Masculino,0,No,No,30,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Un ano,No,Transferencia bancaria automatica,90.4,2820.65,0,3.0133333333333336,6,No
8496-EJAUI,Si,Masculino,0,No,No,19,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,73.85,1424.5,1,2.4616666666666664,3,No
8498-XXGWA,No,Femenino,0,Si,No,65,Si,No,DSL,Si,No,Si,No,No,No,Mes a mes,Si,Cheque enviado por correo,55.15,3673.15,0,1.8383333333333334,4,No
8499-BRXTD,No,Masculino,0,No,No,18,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,20.1,401.85,0,0.67,1,No
8510-AWCXC,Si,Femenino,1,No,No,13,Si,Si,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,100.8,1308.1,1,3.36,6,Si
8510-BBWMU,No,Femenino,0,No,No,41,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,Si,Cheque enviado por correo,19.75,806.95,0,0.6583333333333333,1,No
8510-TMWYB,No,Femenino,0,Si,Si,54,Si,Si,DSL,No,Si,Si,No,No,No,Dos anos,Si,Transferencia bancaria automatica,59.8,3246.45,0,1.9933333333333332,5,No
8512-WIWYV,No,Masculino,0,No,No,32,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Tarjeta de credito automatica,20.35,707.5,0,0.6783333333333333,1,No
8513-OLYGY,No,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,115.8,8332.15,0,3.86,9,No
8514-VZHEB,No,Masculino,0,Si,Si,59,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,19.5,1147.85,0,0.65,1,No
8515-OCTJS,Si,Femenino,0,No,No,25,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,24.75,692.1,1,0.825,2,No
8519-IMDHU,Si,Masculino,1,Si,No,15,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Transferencia bancaria automatica,85.6,1345.55,1,2.853333333333333,4,Si
8519-QJGJD,Si,Femenino,0,No,No,14,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,No,Cheque electronico,75.35,1025.95,1,2.5116666666666663,3,No
8532-UEFWH,No,Masculino,0,Si,Si,52,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,25.75,1345.85,0,0.8583333333333333,2,No
8535-SFUTN,No,Masculino,0,No,No,61,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,106.45,6300.15,0,3.5483333333333333,7,No
8540-ZQGEA,No,Femenino,0,Si,No,54,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,20.05,1102.4,0,0.6683333333333333,1,No
8541-QVFKM,No,Femenino,0,No,No,8,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,73.5,632.2,0,2.45,3,No
8543-MSDMF,No,Masculino,0,No,No,3,Si,No,DSL,Si,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,77.4,206.15,0,2.58,6,No
8544-GOQSH,No,Femenino,0,No,No,14,Si,No,Fibra optica,No,Si,No,Si,No,No,Mes a mes,Si,Tarjeta de credito automatica,80.05,1112.3,0,2.6683333333333334,4,No
8544-JNBOX,No,Masculino,0,No,No,72,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Cheque enviado por correo,20.8,1521.2,0,0.6933333333333334,1,No
8547-NSBBO,No,Masculino,0,No,No,35,Si,Si,Fibra optica,Si,Si,Si,Si,No,No,Mes a mes,Si,Cheque enviado por correo,96.75,3403.4,0,3.225,7,No
8548-AWOFC,No,Masculino,0,Si,No,66,Si,Si,DSL,No,No,No,Si,No,Si,Mes a mes,No,Cheque electronico,63.85,4264.6,0,2.1283333333333334,5,No
8550-XSXUQ,No,Masculino,0,Si,No,48,Si,Si,DSL,No,Si,Si,No,No,Si,Un ano,Si,Tarjeta de credito automatica,70.55,3420.5,0,2.3516666666666666,6,No
8552-OBVRU,No,Femenino,1,Si,Si,48,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electronico,104.5,5068.05,0,3.4833333333333334,7,Si
8559-CIZFV,Si,Masculino,0,Si,Si,21,Si,Si,DSL,Si,Si,No,Si,Si,No,Un ano,No,Cheque enviado por correo,77.5,1625.0,1,2.5833333333333335,7,No
8559-WNQZS,No,Masculino,0,No,No,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,20.45,20.45,0,0.6816666666666666,1,No
8561-NMTBD,No,Femenino,0,Si,Si,67,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Un ano,Si,Tarjeta de credito automatica,112.35,7388.45,0,3.7449999999999997,8,No
8562-GHPPI,No,Femenino,0,No,No,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Tarjeta de credito automatica,19.8,19.8,0,0.66,1,No
8563-IIOXK,Si,Masculino,0,Si,Si,7,Si,No,DSL,Si,No,No,No,No,No,Un ano,Si,Cheque electronico,49.75,331.3,1,1.6583333333333334,3,No
8563-OYMQY,No,Masculino,0,No,No,17,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,Si,Tarjeta de credito automatica,90.95,1612.2,0,3.0316666666666667,5,No
8564-LDKFL,No,Masculino,0,Si,No,40,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un ano,Si,Transferencia bancaria automatica,106.0,4178.65,0,3.533333333333333,7,No
8565-CLBZW,Si,Masculino,0,No,No,24,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,Si,Cheque enviado por correo,89.85,2165.05,1,2.9949999999999997,5,No
8565-HBFNN,No,Masculino,0,Si,No,69,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Un ano,Si,Tarjeta de credito automatica,107.2,7317.1,0,3.5733333333333333,8,No
8565-WUXZU,No,Masculino,1,Si,No,72,Si,No,Fibra optica,Si,Si,No,Si,No,No,Dos anos,Si,Tarjeta de credito automatica,84.8,6141.65,0,2.8266666666666667,5,Si
8566-YPRGL,No,Femenino,0,No,No,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque enviado por correo,19.5,19.5,0,0.65,1,No
8570-KLJYJ,No,Femenino,0,No,No,36,Si,Si,DSL,Si,No,No,No,No,No,Un ano,No,Cheque enviado por correo,54.45,1893.5,0,1.8150000000000002,4,No
8571-ZCMCX,No,Femenino,0,Si,Si,47,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Dos anos,Si,Tarjeta de credito automatica,60.0,2768.65,0,2.0,6,No
8573-CGOCC,No,Masculino,0,No,No,16,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Tarjeta de credito automatica,19.75,294.9,0,0.6583333333333333,1,No
8573-JGCZW,No,Masculino,0,No,No,17,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,Si,Transferencia bancaria automatica,19.65,351.55,0,0.6549999999999999,1,No
8577-QSOCG,No,Femenino,0,Si,Si,38,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Cheque enviado por correo,20.2,746.05,0,0.6733333333333333,1,No
8580-AECUZ,Si,Masculino,1,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,79.1,79.1,1,2.6366666666666663,3,Si
8580-QVLOC,Si,Femenino,1,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,92.45,6440.25,1,3.0816666666666666,9,Si
8582-KRHPJ,No,Masculino,0,No,No,50,No,Sin servicio telefonico,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,35.0,1782.4,0,1.1666666666666667,3,No
8584-KMVXD,No,Femenino,0,No,No,8,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,No,Cheque electronico,75.6,535.55,0,2.52,3,No
8587-XYZSF,No,Masculino,0,No,No,67,Si,No,DSL,No,No,No,Si,No,No,Dos anos,No,Transferencia bancaria automatica,50.55,3260.1,0,1.6849999999999998,3,No
